2,736897	0,987878
2,800092	0,987226
2,395972	0,986900
2,615494	0,986900
2,553961	0,986574
2,334439	0,986900
2,317809	0,986248
2,510722	0,986574
2,560614	0,987226
2,720266	0,985270
2,475798	0,987878
2,424244	0,987878
2,389320	0,990487
2,364374	0,992118
2,457505	0,993748
2,715277	0,996357
2,622146	0,996357
2,530679	0,998965
2,510722	0,998639
2,384331	1,001248
2,562277	1,004509
2,673701	1,006139
2,425907	1,005813
2,750201	1,008096
2,108265	1,010705
2,515711	1,012009
2,424244	1,013313
2,419255	1,014292
2,439211	1,017552
2,051721	1,019835
2,715277	1,019183
2,146515	1,020487
2,791777	1,023422
2,384331	1,025379
2,587222	1,027009
2,553961	1,027987
2,682016	1,029944
2,133211	1,030270
2,572255	1,029618
2,394309	1,033205
2,287874	1,036139
2,244635	1,037770
2,075004	1,039400
2,449189	1,040705
2,226341	1,042987
2,520700	1,043639
2,638777	1,044618
2,387657	1,046248
2,652081	1,047879
2,826701	1,050487
2,257939	1,051139
2,356059	1,051792
2,178113	1,054726
2,271243	1,056357
2,538994	1,057987
2,459168	1,059944
2,442537	1,061574
2,763505	1,062553
2,510722	1,063205
2,482450	1,064835
2,432559	1,065487
2,033428	1,066140
2,181439	1,069726
2,548972	1,072009
2,625472	1,073640
2,595538	1,074944
2,470809	1,075270
2,465820	1,075922
2,534005	1,077553
2,455842	1,080161
2,282885	1,082770
2,577244	1,083748
2,424244	1,084400
2,399298	1,085705
2,211374	1,087661
2,158156	1,090922
2,409276	1,091248
2,133211	1,092227
2,321135	1,093205
2,888234	1,096792
2,209711	1,096792
2,548972	1,097444
2,673701	1,100053
2,585559	1,103314
2,502407	1,102661
2,693657	1,104292
2,477461	1,107879
2,281222	1,107879
2,494092	1,107227
2,583896	1,111140
2,790114	1,112118
2,648755	1,112444
2,889897	1,116031
2,740223	1,117661
2,678690	1,117661
2,866614	1,118966
2,783462	1,121574
2,706962	1,121248
2,705299	1,124835
2,567266	1,126466
2,575581	1,126140
2,662059	1,129727
2,879919	1,129401
2,726918	1,132009
2,736897	1,133966
2,577244	1,132987
2,813397	1,137227
2,573918	1,137553
2,848321	1,139509
2,652081	1,139835
2,424244	1,142118
2,711951	1,143422
2,884908	1,144727
2,838342	1,147009
2,685342	1,148314
2,838342	1,150596
2,577244	1,149618
2,798429	1,153531
2,758516	1,153857
2,736897	1,156140
2,761842	1,156466
2,840005	1,158422
2,840005	1,160053
2,748538	1,162009
2,693657	1,162335
2,469146	1,164618
2,507396	1,166248
2,726918	1,166248
2,891560	1,169509
2,761842	1,169835
2,540657	1,171792
2,657070	1,174401
2,409276	1,174075
2,796766	1,177335
3,017951	1,177335
2,869940	1,178966
2,790114	1,182553
2,572255	1,180922
2,874929	1,184183
2,445863	1,186140
2,708625	1,186140
2,795103	1,187770
2,389320	1,191031
2,743549	1,191357
2,716940	1,192661
2,422581	1,195596
2,480787	1,195270
2,738560	1,196575
2,691994	1,199509
2,765168	1,200162
2,725255	1,201140
2,921495	1,204075
2,803418	1,205705
2,612168	1,206683
2,688668	1,206683
2,848321	1,209292
2,929810	1,211248
2,825038	1,213205
2,790114	1,213205
2,613831	1,213857
2,820049	1,216792
2,806744	1,219075
2,813397	1,220705
2,926484	1,220705
2,106602	1,221683
2,582233	1,224618
2,538994	1,226575
2,936462	1,227553
2,786788	1,227227
2,828364	1,229183
2,868277	1,232444
2,587222	1,234075
2,610505	1,234727
2,770157	1,235705
3,217517	1,236357
2,808408	1,238640
2,904864	1,241901
2,906527	1,242553
3,016288	1,243205
2,632125	1,244183
2,632125	1,245488
3,077821	1,247118
2,750201	1,248749
2,906527	1,251683
2,728581	1,253314
2,818386	1,255922
2,918169	1,255922
2,740223	1,257879
2,758516	1,259509
2,826701	1,259183
2,878255	1,260488
2,864951	1,262770
2,849984	1,264401
2,951430	1,266357
2,921495	1,267988
2,896549	1,269618
2,948103	1,270596
2,785125	1,272553
2,968060	1,274836
2,879919	1,275814
2,963071	1,277444
2,841668	1,277770
2,701973	1,279727
2,871603	1,280053
2,728581	1,281683
2,929810	1,282988
2,801755	1,284292
2,933136	1,285596
2,818386	1,287227
2,883245	1,288205
2,793440	1,289510
3,119397	1,291466
2,963071	1,293096
3,039571	1,294401
3,057865	1,296357
2,720266	1,297662
3,089462	1,299292
2,848321	1,300270
2,813397	1,301901
3,041234	1,303531
3,061191	1,304510
2,944777	1,305488
3,007973	1,308423
2,876592	1,309075
3,066180	1,311683
2,836679	1,312010
3,059528	1,314292
2,928147	1,315597
3,057865	1,318205
2,993006	1,320162
2,934799	1,321140
2,913179	1,321792
2,966397	1,324401
2,973049	1,326031
3,136028	1,327988
3,096115	1,328314
3,117734	1,329944
2,991343	1,330597
2,821712	1,331575
3,074495	1,332553
3,137691	1,334184
3,052875	1,336466
3,202550	1,339075
2,913179	1,340705
2,848321	1,342010
3,027930	1,342988
2,958082	1,343640
2,976375	1,344618
3,202550	1,346901
3,237474	1,348531
3,230821	1,350488
3,187582	1,352444
3,106093	1,353749
3,165963	1,354075
3,237474	1,355379
3,116071	1,358640
3,001321	1,359618
3,149332	1,361249
3,270734	1,362227
3,180930	1,362879
3,159310	1,363857
3,230821	1,367444
3,234147	1,368749
3,197560	1,370053
3,197560	1,370379
3,200887	1,371357
3,200887	1,374618
3,380496	1,376249
3,360539	1,376575
3,303995	1,378531
3,345572	1,379510
3,175941	1,382771
3,442028	1,383423
3,402115	1,383423
3,478615	1,386031
3,343909	1,388314
3,303995	1,389292
3,543474	1,389618
3,367191	1,391249
3,428724	1,393531
3,348898	1,394510
3,628290	1,395488
3,551789	1,396792
3,280713	1,399401
