4,148659	0,987878
5,789010	0,986900
4,095442	0,988857
2,965353	0,986574
3,162570	0,988857
3,444310	0,987226
2,714917	0,987226
3,021700	0,987878
4,107963	0,986900
4,117355	0,988857
4,280138	1,001900
3,876311	1,016248
3,353527	1,031900
3,550745	1,044292
3,957702	1,060596
4,026572	1,072661
2,417525	1,088313
2,774396	1,102661
4,467964	1,115705
5,081531	1,131031
3,841876	1,143748
3,970224	1,159401
3,294049	1,173422
3,976485	1,188096
7,441883	1,201792
6,825186	1,215162
6,346229	1,230488
1,731959	1,245488
2,934048	1,258531
4,868661	1,273531
4,126746	1,288205
5,303792	1,300923
5,961184	1,316249
5,184835	1,331249
3,469354	1,345270
3,243962	1,358966
4,258225	1,373966
6,944143	1,387662
13,446068	1,400705
12,757371	1,415705
9,054060	1,431032
2,345525	1,446032
1,731959	1,459075
4,471095	1,473749
13,921895	1,488097
35,716024	1,501793
34,805066	1,515488
25,413743	1,530814
5,832836	1,545814
-4,034313	1,558532
1,872829	1,573858
9,573713	1,588532
21,278431	1,600923
20,671126	1,616575
16,113204	1,631249
6,296142	1,643641
-1,035351	1,658641
2,946570	1,674619
8,819277	1,687010
17,769207	1,701032
17,265206	1,717010
13,627634	1,730706
5,544836	1,745054
0,930566	1,760054
4,402225	1,772119
17,725381	1,788750
48,222135	1,801793
47,633612	1,815815
35,844372	1,831793
14,281896	1,843858
-8,285452	1,859837
-0,982133	1,871576
3,525701	1,888532
4,655791	1,900924
3,841876	1,915924
4,524312	1,928967
3,848137	1,944946
3,688484	1,958315
4,164311	1,973315
4,956313	1,986685
5,197357	2,002011
4,818573	2,014728
5,363270	2,030054
3,866919	2,045054
1,738220	2,057446
3,832485	2,073098
3,917007	2,086794
3,450571	2,099837
3,807441	2,115815
3,804311	2,130489
4,305181	2,142881
4,032833	2,157555
3,378571	2,173207
4,223790	2,186903
4,843617	2,199620
4,092311	2,214946
3,710397	2,230272
3,557006	2,244294
3,613354	2,258642
4,051615	2,272011
3,876311	2,285707
3,557006	2,299729
3,315962	2,314729
2,896483	2,328098
3,641528	2,343425
3,785528	2,358099
3,259614	2,371794
3,491267	2,386142
4,549356	2,400490
4,693356	2,414186
4,054746	2,426903
4,039094	2,443533
3,143788	2,457229
4,098572	2,471251
3,635267	2,486251
4,226920	2,501903
4,477355	2,514621
4,455442	2,527664
4,067268	2,543642
4,646399	2,558316
4,048485	2,571686
5,322574	2,585055
6,678055	2,600708
7,776840	2,615708
7,967797	2,627773
7,297883	2,644077
5,043965	2,657447
2,818222	2,670490
4,211268	2,687447
5,835967	2,698534
9,266930	2,715164
9,160495	2,728208
8,080493	2,744186
6,217881	2,757230
4,386573	2,772230
6,959795	2,784295
33,437063	2,801578
73,353314	2,812991
70,272960	2,828969
54,007190	2,843969
30,341057	2,856686
-15,019030	2,871360
-5,493098	2,886034
4,740312	2,900382
7,895797	2,913100
7,466926	2,929078
7,106926	2,943426
6,211620	2,957447
2,502047	2,971469
2,686743	2,985165
4,089181	2,998861
5,397705	3,014839
4,480486	3,028208
4,687095	3,043535
4,586921	3,058209
3,516310	3,072556
3,707267	3,086904
3,870050	3,101252
4,010920	3,113970
3,732311	3,129622
4,107963	3,142665
4,730921	3,156361
3,284658	3,170057
4,267616	3,184731
3,416136	3,200383
5,141009	3,214731
6,853360	3,228100
6,377533	3,242448
5,898576	3,257774
3,228310	3,271144
3,347266	3,284839
3,209527	3,299839
3,497527	3,313209
4,774747	3,327883
4,477355	3,342883
4,327094	3,355600
4,173703	3,371253
3,578919	3,383644
3,422397	3,399948
3,594571	3,412340
3,096831	3,429622
3,419266	3,441688
3,466223	3,456688
3,438049	3,471362
3,976485	3,484079
4,975096	3,499079
3,641528	3,514079
3,485006	3,527122
4,017181	3,541144
3,951441	3,556796
4,057876	3,569840
3,544484	3,584840
4,198746	3,598862
3,682223	3,612884
3,998398	3,626253
4,311442	3,639949
3,888833	3,655927
3,707267	3,670927
3,519441	3,684623
3,650919	3,698318
4,248833	3,713971
4,668312	3,727014
4,637008	3,740384
5,000139	3,754406
3,769876	3,769406
4,205007	3,784732
4,734052	3,800058
4,010920	3,813427
4,683965	3,826797
5,804662	3,840819
5,973706	3,855819
4,633877	3,868862
3,776137	3,884841
4,001528	3,898536
3,553875	3,911906
5,000139	3,927884
6,390055	3,939623
5,879793	3,955928
5,350748	3,968971
4,677704	3,984297
3,522571	3,997341
4,248833	4,012667
8,249537	4,026036
11,307977	4,040710
10,202932	4,055058
8,953886	4,069080
5,469705	4,084406
2,536482	4,097776
4,095442	4,111798
4,611964	4,125493
6,365011	4,141145
6,170924	4,155819
5,569879	4,169841
4,574399	4,183211
2,877700	4,196580
3,666571	4,211580
4,912487	4,226254
6,258576	4,240276
7,905188	4,254624
7,373013	4,269624
6,224141	4,284624
4,308312	4,298320
4,943791	4,312667
9,000842	4,325711
34,911501	4,339407
51,139706	4,354733
44,042997	4,370059
33,026975	4,382450
1,199784	4,397776
-6,069100	4,413102
2,010568	4,424516
9,182408	4,440168
14,275635	4,453211
13,035981	4,469190
10,234236	4,482559
2,930918	4,497559
0,971262	4,510603
2,286047	4,526907
3,716658	4,538320
4,709008	4,553972
4,048485	4,568646
4,295790	4,582668
4,424138	4,595712
3,901354	4,611690
4,374051	4,626038
2,805700	4,639407
3,315962	4,652451
3,679093	4,667125
5,166052	4,682451
4,859269	4,696799
3,654050	4,711799
2,333004	4,724842
3,528832	4,739516
3,359788	4,753538
2,805700	4,767560
3,475614	4,781255
3,131266	4,795277
2,758743	4,810277
3,056135	4,825277
1,988655	4,839625
4,812313	4,854299
4,389703	4,867342
3,403614	4,881038
4,267616	4,896038
3,794919	4,908756
3,459962	4,924408
3,794919	4,939082
3,215788	4,953103
3,857528	4,967451
3,312831	4,980169
3,688484	4,996799
3,641528	5,009191
4,680834	5,022234
5,654401	5,039191
3,945181	5,052234
3,747963	5,067234
3,391092	5,082560
